cache_key,status,title,author,isbn,matched_title,matched_author,confidence,source
harry potter band 01 und der stein der weisen|j k rowling,checked,Harry Potter - Band 01 - und der Stein der Weisen,"Rowling, J. K.",,,,,not_found
harry potter band 05 und der orden des phonix|j k rowling,checked,Harry Potter - Band 05 - und der Orden des Phönix,"Rowling, J. K.",,,,,not_found
harry potter band 07 und die heiligtumer des todes|j k rowling,checked,Harry Potter - Band 07 - und die Heiligtümer des Todes,"Rowling, J. K.",,,,,not_found
das reich der sieben hofe band 1 dornen und rosen|sarah j maas,found,Das Reich der sieben Höfe - Band 1 - Dornen und Rosen,"Maas, Sarah J.",9783423431286,Das Reich der sieben Höfe – Dornen und Rosen Roman Sarah Maas,"Maas, Sarah J.",0.8333,dnb
phantastische tierwesen und wo sie zu finden sind|newt scamander,checked,Phantastische Tierwesen und wo sie zu finden sind,"Scamander, Newt",,,,,not_found
sunrise africa band 002 die nacht der jager|ross christopher,checked,Sunrise Africa - Band 002 - Die Nacht der Jäger,Ross Christopher,,,,,not_found
sunrise africa band 001 die weisse lowin der|christopher ross,checked,Sunrise Africa - Band 001 - Die weisse Löwin der,"Ross, Christopher",,,,,not_found
henriette und der traumdieb|akram el bahay,found,Henriette und der Traumdieb,"El-Bahay, Akram",9783764120009,Henriette und der Traumdieb Akram El-Bahay,"El-Bahay, Akram",0.8370,dnb
zimt und zuruck|dagmar bach,checked,Zimt und zurück,"Bach, Dagmar",,,,,not_found
cornwall college band 002 wem kann cara trauen|annika harper,checked,Cornwall College - Band 002 - Wem kann Cara trauen?,"Harper, Annika",,,,,not_found
ich werde youtube star|florian buschendorff,checked,Ich werde YouTube-Star!,"Buschendorff, Florian",,,,,not_found
in einem fremden wald|doris dorrie,found,In einem fremden Wald,"Dörrie, Doris",9783423432054,In einem fremden Wald Doris Dörrie,"Dörrie, Doris",0.8227,dnb
das letzte level|chris bradford,checked,Das letzte Level,"Bradford, Chris",,,,,not_found
dark noise|margit ruile,checked,Dark noise,"Ruile, Margit",,,,,not_found
morgen lieb ich dich fur immer|jennifer l armentrout,checked,Morgen lieb ich dich für immer,"Armentrout, Jennifer L.",,,,,not_found
tom gates band 011 der helle wahnsinn leuchtet|liz pichon,checked,Tom Gates - Band 011 - Der helle Wahnsinn! (Leuchtet,"Pichon, Liz",,,,,not_found
if only|a j pine,checked,If only,"Pine, A. J.",,,,,not_found
mord ist nichts fur junge damen|robin stevens,checked,Mord ist nichts für junge Damen,"Stevens, Robin",,,,,not_found
die drei im bann des drachen band 192|christoph dittert,checked,Die drei ??? - Im Bann des Drachen - Band 192,"Dittert, Christoph",,,,,not_found
die drei band 193 schrecken aus der tiefe|marco sonnleitner,checked,Die drei ??? - Band 193 - Schrecken aus der Tiefe,"Sonnleitner, Marco",,,,,not_found
liliane susewind band 010 eine eule steckt den kopf|tanya stewner,checked,Liliane Susewind - Band 010 - Eine Eule steckt den Kopf,"Stewner, Tanya",,,,,not_found
conni und die katzenliebe|julia boehme,checked,Conni und die Katzenliebe,"Boehme, Julia",,,,,not_found
leo lolli band 003 ein esel geht zur schule|julia boehme,checked,Leo & Lolli - Band 003 - Ein Esel geht zur Schule,"Boehme, Julia",,,,,not_found
tiger team band 002 in den handen der grabrauber|thomas c brezina,checked,Tiger-Team - Band 002 - In den Händen der Grabräuber,"Brezina, Thomas C.",,,,,not_found
gustav gorky rettet die erdlinge|erhard dietl,checked,Gustav Gorky rettet die Erdlinge,"Dietl, Erhard",,,,,not_found
molli minipony band 001 grosses gluck auf kleinen|andrea schutze,checked,Molli Minipony - Band 001 - Grosses Glück auf kleinen,"Schütze, Andrea",,,,,not_found
pauli poltergeist band 003 jetzt schlagt s dreizehn|,checked,Pauli Poltergeist - Band 003 - jetzt schlägt’s dreizehn!,,,,,,not_found
liliane susewind band 011 ein eisbar kriegt keine|tanya stewner,checked,Liliane Susewind - Band 011 - Ein Eisbär kriegt keine,"Stewner, Tanya",,,,,not_found
das geheimnis der pferdeflusterin|henriette wich,checked,Das Geheimnis der Pferdeflüsterin,"Wich, Henriette",,,,,not_found
liliane susewind band 006 schwarze kater bringen|tanya stewner,checked,Liliane Susewind - Band 006 - Schwarze Kater bringen,"Stewner, Tanya",,,,,not_found
star wars finns auftrag|david fentiman,checked,Star Wars - Finns Auftrag,"Fentiman, David",,,,,not_found
star wars die geschichte von darth vader|catherine saunders,checked,Star Wars - Die Geschichte von Darth Vader,"Saunders, Catherine",,,,,not_found
das magische baumhaus junior band 009 das|mary pope osborne,checked,Das magische Baumhaus junior - Band 009 - Das,"Osborne, Mary Pope",,,,,not_found
spirit animals band 006 die stunde schlagt|eliot schrefer,checked,Spirit Animals - Band 006 - Die Stunde schlägt,"Schrefer, Eliot",,,,,not_found
die vampirschwestern das buch zum film|nadja fendrich,checked,Die Vampirschwestern – das Buch zum Film,"Fendrich, Nadja",,,,,not_found
die kaminski kids band 004 unter verdacht|carlo meier,found,Die Kaminski-Kids - Band 004 - Unter Verdacht,"Meier, Carlo",9783765538247,Die Kaminski-Kids Bd. 4. Unter Verdacht Carlo Meier,"Meier, Carlo",0.8667,dnb
alea aquarius das geheimnis der ozeane band 03|tanya stewner,checked,Alea Aquarius - Das Geheimnis der Ozeane - Band 03,"Stewner, Tanya",,,,,not_found
bibi tina die ratselhafte schatzsuche|theo schwartz,checked,Bibi & Tina - Die rätselhafte Schatzsuche,"Schwartz, Theo",,,,,not_found
beast quest band 026 voltor der himmelsracher|adam blade,checked,Beast Quest - Band 026 - Voltor der Himmelsrächer,"Blade, Adam",,,,,not_found
beast quest band 027 rokk die felsenfaust|adam blade,checked,Beast Quest - Band 027 - Rokk die Felsenfaust,"Blade, Adam",,,,,not_found
beast quest band 025 rapu der giftkampfer|adam blade,checked,Beast Quest - Band 025 - Rapu der Giftkämpfer,"Blade, Adam",,,,,not_found
beast quest band 028 kryos der eiskrieger|adam blade,checked,Beast Quest - Band 028 - Kryos der Eiskrieger,"Blade, Adam",,,,,not_found
funf freunde erforschen die schatzinsel band 001|enid blyton,checked,Fünf Freunde - erforschen die Schatzinsel - Band 001,"Blyton, Enid",,,,,not_found
boser samstag|french nicci,checked,Böser Samstag,French Nicci,,,,,not_found
bretonisches leuchten|jean luc bannalec,checked,Bretonisches Leuchten,"Bannalec, Jean-Luc",,,,,not_found
schwert und krone meister der tauschung|sabine ebert,found,Schwert und Krone - Meister der Täuschung,"Ebert, Sabine",9783959738965,Schwert und Krone - Meister der Täuschung Roman Sabine Ebert,"Ebert, Sabine",0.8531,dnb
die drei band 136 und das versunkene dorf|andre marx,checked,Die drei ??? - Band 136 - und das versunkene Dorf,"Marx, André",,,,,not_found
alaska wilderness entscheidung am wonder lake|christopher ross,checked,Alaska wilderness - Entscheidung am Wonder Lake -,"Ross, Christopher",,,,,not_found
alaska wilderness die wolfe vom rock creek band 02|christopher ross,checked,Alaska wilderness - Die Wölfe vom Rock Creek - Band 02,"Ross, Christopher",,,,,not_found
alaska wilderness verschollen am mount mckinley|christopher ross,checked,Alaska wilderness - Verschollen am Mount McKinley -,"Ross, Christopher",,,,,not_found
warrior cats vor dem sturm 1 band 4|erin hunter,checked,Warrior Cats - Vor dem Sturm - 1/Band 4,"Hunter, Erin",,,,,not_found
warrior cats gefahrliche spuren 1 band 5|erin hunter,checked,Warrior Cats - Gefährliche Spuren - 1/Band 5,"Hunter, Erin",,,,,not_found
das magische baumhaus band 47 im bann des|mary pope osborne,checked,Das magische Baumhaus - Band 47 - Im Bann des,"Osborne, Mary Pope",,,,,not_found
gefuhlschaos beim chatten|thilo,found,Gefühlschaos beim Chatten,"THiLO,",9783473477364,Gefühlschaos beim Chatten THiLO,THiLO,0.9196,dnb
tom gates volltreffer daneben band 010|liz pichon,checked,Tom Gates - Volltreffer (daneben!) - Band 010,"Pichon, Liz",,,,,not_found
mein lotta leben band 12 eine natter macht die|alice pantermuller,found,Mein Lotta-Leben - Band 12 - eine Natter macht die,"Pantermüller, Alice",9787201164830,"Mein Lotta-Leben Eine Natter macht die Flatter, chin.","Pantermüller, Alice",0.8376,dnb
mein lotta leben band 10 der schuh des kanguru|alice pantermuller,found,Mein Lotta-Leben - Band 10 - der Schuh des Känguru,"Pantermüller, Alice",9787201164830,"Mein Lotta-Leben Der Schuh des Känguru, chin.","Pantermüller, Alice",0.8904,dnb
lola auf hochzeitsreise|isabel abedi,found,Lola auf Hochzeitsreise,"Abedi, Isabel",9783732004119,Lola auf Hochzeitsreise Isabel Abedi,"Abedi, Isabel",0.8347,dnb
die drei nacht der wolfe band 069|maja von vogel,checked,Die drei !!! - Nacht der Wölfe - Band 069,"Vogel, Maja von",,,,,not_found
ponyhof apfelblute paulina und lancelot band 02|pippa young,checked,Ponyhof Apfelblüte - Paulina und Lancelot - Band 02,"Young, Pippa",,,,,not_found
liliane susewind ein kleiner hund mit grossem herz|,found,"Liliane Susewind, ein kleiner Hund mit grossem Herz",,9783104006758,Liliane Susewind – Ein kleiner Hund mit großem Herz Tanya Stewner,"Stewner, Tanya",0.8496,dnb
nele und der neue in der klasse band 009|usch luhn,checked,Nele - und der Neue in der Klasse - Band 009,"Luhn, Usch",,,,,not_found
liliane susewind giraffen sieht man nicht band 001|,checked,Liliane Susewind - Giraffen sieht man nicht - Band 001,,,,,,not_found
bose seelen|linda castillo,checked,Böse Seelen,"Castillo, Linda",,,,,not_found
krauter der provinz|petra durst benning,checked,Kräuter der Provinz,"Durst-Benning, Petra",,,,,not_found
durst|jo nesb,checked,Durst,"Nesbø, Jo",,,,,not_found
beast quest band 030 toxodera die raubschrecke|adam blade,checked,Beast Quest - Band 030 - Toxodera die Raubschrecke,"Blade, Adam",,,,,not_found
beast quest band 029 paragor der teufelswurm|adam blade,checked,Beast Quest - Band 029 - Paragor der Teufelswurm,"Blade, Adam",,,,,not_found
die drei im reich der ungeheuer band 195|hendrik buchna,checked,Die drei ??? - im Reich der Ungeheuer - Band 195,"Buchna, Hendrik",,,,,not_found
die drei geheimnis des bauchredners band 196|andre marx,checked,Die drei ??? - Geheimnis des Bauchredners - Band 196,"Marx, André",,,,,not_found
nele hat herzklopfen band 017|usch luhn,checked,Nele - hat Herzklopfen - Band 017,"Luhn, Usch",,,,,not_found
das pony cafe schokotortchen zum fruhstuck band|judith allert,checked,Das Pony-Café - Schokotörtchen zum Frühstück - Band,"Allert, Judith",,,,,not_found
die olchis und das schrumpfpulver|erhard dietl,checked,Die Olchis - und das Schrumpfpulver,"Dietl, Erhard",,,,,not_found
ein tag auf der baustelle|thilo,checked,Ein Tag auf der Baustelle,"THiLO,",,,,,not_found
finde den tater der dieb im saurierpark|julian press,checked,Finde den Täter - Der Dieb im Saurierpark,"Press, Julian",,,,,not_found
schulklassengeschichten|katja reider,found,SCHULKLASSENGESCHICHTEN,"Reider, Katja",9783785587010,Schulklassengeschichten Katja Reider,"Reider, Katja",0.8347,dnb
das magische baumhaus junior im reich der lowen|mary pope osborne,checked,Das magische Baumhaus junior - Im Reich der Löwen -,"Osborne, Mary Pope",,,,,not_found
drei freunde retten die pferderange|emma bergmann,checked,DREI FREUNDE RETTEN DIE PFERDERANGE,"Bergmann, Emma",,,,,not_found
das reich der sieben hofe flammen und finsternis|sarah j maas,checked,Das Reich der sieben Höfe - Flammen und Finsternis -,"Maas, Sarah J.",,,,,not_found
die drei tatort geisterbahn band 067|mira sol,checked,Die drei !!! - Tatort Geisterbahn - Band 067,"Sol, Mira",,,,,not_found
diary of a wimpy kid band 11 double down|kinney jeff,checked,Diary of a wimpy kid - Band 11 - Double down,Kinney Jeff,,,,,not_found
das magische baumhaus band 051 der konig der|mary pope osborne,checked,Das magische Baumhaus - Band 051 - Der König der,"Osborne, Mary Pope",,,,,not_found
das magische baumhaus band 052 wettlauf der|mary pope osborne,checked,Das magische Baumhaus - Band 052 - Wettlauf der,"Osborne, Mary Pope",,,,,not_found
mucker und rosine die rache des ollen fuchses|kristina andres,checked,"Mucker und Rosine, die Rache des ollen Fuchses","Andres, Kristina",,,,,not_found
leonie looping band 002 das abenteuer am|cally stronk,checked,Leonie Looping - Band 002 - Das Abenteuer am,"Stronk, Cally",,,,,not_found
die drei kids band 072 die laser falle|boris pfeiffer,checked,Die drei ??? Kids - Band 072 - Die Laser-Falle,"PFEIFFER, BORIS",,,,,not_found
bibi tina der abschied|theo schwartz,checked,Bibi & Tina - Der Abschied,"Schwartz, Theo",,,,,not_found
flaffy flitzekeks|patricia schroder,checked,Flaffy Flitzekeks,"Schröder, Patricia",,,,,not_found
die monsterranzen bande|julia breitenoder,checked,Die Monsterranzen-Bande,"Breitenöder, Julia",,,,,not_found
jakob will ritter werden|john mclay,checked,Jakob will Ritter werden,"McLay, John",,,,,not_found
neue erstlesegeschichten fur jungs 1 klasse|claudia ondracek,checked,Neue Erstlesegeschichten für Jungs 1. Klasse,"Ondracek, Claudia",,,,,not_found
molli minipony band 002 eine schultute voller|andrea schutze,checked,Molli Minipony - Band 002 - Eine Schultüte voller,"Schütze, Andrea",,,,,not_found
die freunde im zauberwald der gestohlene|nortrud boge erli,checked,Die Freunde im Zauberwald - der gestohlene,"Boge-Erli, Nortrud",,,,,not_found
und plotzlich schreibt das meer zuruck|alex shearer,checked,Und plötzlich schreibt das Meer zurück,"Shearer, Alex",,,,,not_found
club der heldinnen hochverrat im internat|nina weger,found,"Club der Heldinnen, Hochverrat im Internat","Weger, Nina",9783837365979,Club der Heldinnen Hochverrat im Internat Nina Weger,"Weger, Nina",0.9113,dnb
die olchis das stinkersocken festessen|erhard dietl,found,Die Olchis - das Stinkersocken-Festessen,"Dietl, Erhard",9783789110900,Die Olchis - das Stinkersocken-Festessen Erhard Dietl,"Dietl, Erhard",0.8904,dnb
the dragon with a chocolate heart|burgis stephanie,checked,The Dragon with a Chocolate Heart,Burgis Stephanie,,,,,not_found
alaska wilderness allein am stony creek band 03|christopher ross,checked,Alaska wilderness - Allein am Stony Creek - Band 03,"Ross, Christopher",,,,,not_found
alfie bloom duell am damonenfelsen band 03|gabrielle kent,checked,Alfie Bloom - Duell am Dämonenfelsen - Band 03,"Kent, Gabrielle",,,,,not_found
alaska wilderness band 05 die geister vom rainy pass|christopher ross,checked,Alaska wilderness - Band 05 - Die Geister vom Rainy Pass,"Ross, Christopher",,,,,not_found
alaska wilderness schutzlos am red mountain band|christopher ross,checked,Alaska wilderness - Schutzlos am Red Mountain - Band,"Ross, Christopher",,,,,not_found
star wars die geschichte der sith|,checked,Star Wars - Die Geschichte der Sith,,,,,,not_found
star wars mutige helden|shari last,checked,Star Wars - Mutige Helden,"Last, Shari",,,,,not_found
zwischen dir und mir die sterne|darcy woods,found,Zwischen dir und mir die Sterne,"Woods, Darcy",9783733602734,Zwischen dir und mir die Sterne Darcy Woods,"Woods, Darcy",0.8784,dnb
die attentater|antonia michaelis,checked,Die Attentäter,"Michaelis, Antonia",,,,,not_found
immer dem nager nach|alice pantermuller,checked,immer dem Nager nach,"Pantermüller, Alice",,,,,not_found
die perlenschwester|lucinda riley,checked,Die Perlenschwester,"Riley, Lucinda",,,,,not_found
gregs tagebuch band 012 und tschuss|jeff kinney,checked,Gregs Tagebuch - Band 012 - und tschüss,"Kinney, Jeff",,,,,not_found
der fremde gast|charlotte link,checked,Der fremde Gast,"Link, Charlotte",,,,,not_found
der beobachter|charlotte link,checked,Der Beobachter,"Link, Charlotte",,,,,not_found
blutroter sonntag|nicci french,checked,Blutroter Sonntag,"French, Nicci",,,,,not_found
totenstille im watt|klaus peter wolf,checked,Totenstille im Watt,"Wolf, Klaus-Peter",,,,,not_found
mein herz in zwei welten|jojo moyes,found,Mein Herz in zwei Welten,"Moyes, Jojo",9783839894224,Mein Herz in zwei Welten Jojo Moyes,"Moyes, Jojo",0.8602,dnb
mein lotta leben band 04 daher weht der hase|alice pantermuller,checked,Mein Lotta-Leben - Band 04 - daher weht der Hase!,"Pantermüller, Alice",,,,,not_found
ostfriesen fluch|klaus peter wolf,checked,Ostfriesen - Fluch,"Wolf, Klaus-Peter",,,,,not_found
der reisende|arnaldur indriason,checked,Der Reisende,"Indriason, Arnaldur",,,,,not_found
die bucherschmuggler von timbuktu|charlie english,checked,Die Bücherschmuggler von Timbuktu,"English, Charlie",,,,,not_found
invisible|ursula poznanski,checked,Invisible,"Poznanski, Ursula",,,,,not_found
der zopf|laetitia colombani,checked,Der Zopf,"Colombani, Laetitia",,,,,not_found
totenweg bd 1|romy folck,checked,Totenweg Bd 1,"Fölck, Romy",,,,,not_found
die stunde der schuld|nora roberts,found,Die Stunde der Schuld,"Roberts, Nora",9783837139167,Die Stunde der Schuld Nora Roberts,"Roberts, Nora",0.8227,dnb
dream frei und ungezahmt|sarah lark,checked,Dream Frei und ungezähmt,"Lark, Sarah",,,,,not_found
viel krasser als jedes game|armin kaster,checked,viel krasser als jedes Game!,"Kaster, Armin",,,,,not_found
aus syrien gefluchtet|seif arsalan,checked,Aus Syrien geflüchtet,"Arsalan, Seif",,,,,not_found
alex rider band 02 gemini project|anthony horowitz,checked,Alex Rider - Band 02 - Gemini-Project,"Horowitz, Anthony",,,,,not_found
alex rider band 03 skeleton key|anthony horowitz,checked,Alex Rider - Band 03 - Skeleton key,"Horowitz, Anthony",,,,,not_found
frostkuss|jennifer estep,checked,Frostkuss,"Estep, Jennifer",,,,,not_found
das reich der sieben hofe band 3 sterne und|sarah j maas,checked,Das Reich der sieben Höfe - Band 3 - Sterne und,"Maas, Sarah J.",,,,,not_found
kill you|daniel hora,checked,Kill you!,"Höra, Daniel",,,,,not_found
der wanderwolf|christopher ross,checked,Der Wanderwolf,"Ross, Christopher",,,,,not_found
woodwalkers band 2 gefahrliche freundschaft|katja brandis,checked,Woodwalkers - Band 2 - gefährliche Freundschaft,"Brandis, Katja",,,,,not_found
one of us is lying|karen m mcmanus,checked,One of us is lying,"McManus, Karen M.",,,,,not_found
jim knopf und lukas der lokomotivfuhrer|michael ende,found,Jim Knopf und Lukas der Lokomotivführer,"Ende, Michael",9789939872803,"Jim Knopf und Lukas der Lokomotivführer, armenisch Michael Ende","Ende, Michael",0.8292,dnb
die olchis und der schwarze pirat|erhard dietl,checked,Die Olchis - und der schwarze Pirat,"Dietl, Erhard",,,,,not_found
die olchis und der geist der blauen berge|erhard dietl,checked,Die Olchis - und der Geist der blauen Berge,"Dietl, Erhard",,,,,not_found
der rauber hotzenplotz|otfried preussler,checked,Der Räuber Hotzenplotz,"Preussler, Otfried",,,,,not_found
laden der traume band 005 im bann der maya|dirk ahner,checked,Laden der Träume - Band 005 - im Bann der Maya,"Ahner, Dirk",,,,,not_found
pax der hexendamon|asa larsson,checked,PAX - Der Hexendämon,"Larsson, Åsa",,,,,not_found
leo lolli band 001 ein pony braucht freunde|julia boehme,checked,Leo & Lolli - Band 001 - Ein Pony braucht Freunde,"Boehme, Julia",,,,,not_found
alex rider stormbreaker band 1|anthony horowitz,checked,Alex Rider - Stormbreaker - Band 1,"Horowitz, Anthony",,,,,not_found
star wars rogue one|,checked,Star Wars - rogue one,,,,,,not_found
die schule der magischen tiere band 003 licht aus|margit auer,checked,Die Schule der magischen Tiere - Band 003 - Licht aus!,"Auer, Margit",,,,,not_found
das magische baumhaus band 053 das tor zur|mary pope osborne,checked,Das magische Baumhaus - Band 053 - Das Tor zur,"Osborne, Mary Pope",,,,,not_found
beast quest band 050 minos horner der vernichtung|adam blade,checked,Beast Quest - Band 050 - Minos Hörner der Vernichtung,"Blade, Adam",,,,,not_found
ein tag in der autowerkstatt|katharina wieker,found,Ein Tag in der Autowerkstatt,"Wieker, Katharina",9783785585795,Ein Tag in der Autowerkstatt Katharina Wieker,"Wieker, Katharina",0.8253,dnb
das magische baumhaus junior band 014 gefahr im|mary pope osborne,checked,Das magische Baumhaus junior - Band 014 - Gefahr im,"Osborne, Mary Pope",,,,,not_found
die piratenschiffgang band 001 der fiese admiral|irmgard kramer,checked,Die Piratenschiffgäng - Band 001 - Der fiese Admiral,"Kramer, Irmgard",,,,,not_found
die drei kids sonderband das witzebuch zum|markus brinkmann,checked,Die drei ??? Kids - Sonderband - Das Witzebuch zum,"Brinkmann, Markus",,,,,not_found
die drei kids band 075 der fussball roboter|ulf blanck,checked,Die drei ??? Kids - Band 075 - Der Fussball-Roboter,"Blanck, Ulf",,,,,not_found
das pony cafe band 003 ein schnabel voll gluck|judith allert,checked,Das Pony-Café - Band 003 - Ein Schnabel voll Glück,"Allert, Judith",,,,,not_found
sternenritter band 007 tentakel des schreckens|michael peinkofer,checked,Sternenritter - Band 007 - Tentakel des Schreckens,"Peinkofer, Michael",,,,,not_found
beast quest band 049 ursus pranken des schreckens|adam blade,checked,Beast Quest - Band 049 - Ursus Pranken des Schreckens,"Blade, Adam",,,,,not_found
die drei kids band 074 das schienen monster|boris pfeiffer,checked,Die drei ??? Kids - Band 074 - Das Schienen-Monster,"Pfeiffer, Boris",,,,,not_found
das magische baumhaus junior band 001 abenteuer|mary pope osborne,checked,Das magische Baumhaus junior - Band 001 - Abenteuer,"Osborne, Mary Pope",,,,,not_found
sternenritter band 006 die weltraumfalle|michael peinkofer,checked,Sternenritter - Band 006 - Die Weltraumfalle,"Peinkofer, Michael",,,,,not_found
ponyhof apfelblute band 011 lenas mutige|pippa young,checked,Ponyhof Apfelblüte - Band 011 - Lenas mutige,"Young, Pippa",,,,,not_found
dolphin dreams ein freund fur immer|cathy hapka,checked,"Dolphin Dreams, Ein Freund für immer","Hapka, Cathy",,,,,not_found
feuerwerk mit todesfolge|robin stevens,checked,Feuerwerk mit Todesfolge,"Stevens, Robin",,,,,not_found
lauter klare falle|jurg obrist,checked,Lauter klare Fälle?!,"Obrist, Jürg",,,,,not_found
die drei kuss der meerjungfrau band 072|mira sol,checked,Die drei !!! - Kuss der Meerjungfrau - Band 072,"Sol, Mira",,,,,not_found
penny pepper band 005 spione am strand|ulrike rylance,checked,Penny Pepper - Band 005 - Spione am Strand,"Rylance, Ulrike",,,,,not_found
spirit animals band 008 das dunkle kehrt zuruck|eliot schrefer,checked,Spirit Animals - Band 008 - Das Dunkle kehrt zurück,"Schrefer, Eliot",,,,,not_found
mein lotta leben band 13 wenn die frosche zweimal|alice pantermuller,found,Mein Lotta-Leben - Band 13 - wenn die Frösche zweimal,"Pantermüller, Alice",9787201164830,"Mein Lotta-Leben Wenn die Frösche zweimal quaken, chin.","Pantermüller, Alice",0.8529,dnb
die duftapotheke ein geheimnis liegt in der luft|anna ruhe,found,Die Duftapotheke - Ein Geheimnis liegt in der Luft,"Ruhe, Anna",9783401512488,Die Duftapotheke - ein Geheimnis liegt in der Luft Anna Ruhe,"Ruhe, Anna",0.9292,dnb
die drei band 197 im auge des sturms|kari erlhoff,checked,Die drei ??? - Band 197 - Im Auge des Sturms,"Erlhoff, Kari",,,,,not_found
ich bin dann mal prinzessin|meg cabot,found,Ich bin dann mal Prinzessin,"Cabot, Meg",9783423434003,Ich bin dann mal Prinzessin Meg Cabot,"Cabot, Meg",0.8828,dnb
wilde horde band 018 die pferde im wald|katrin tempel,checked,Wilde Horde - Band 018 - Die Pferde im Wald,"Tempel, Katrin",,,,,not_found
die drei gefahr in den ruinen band 071|maja von vogel,checked,Die drei !!! - Gefahr in den Ruinen - Band 071,"von Vogel, Maja",,,,,not_found
dark land im reich der schatten|fabian lenk,checked,"Dark Land, Im Reich der Schatten","Lenk, Fabian",,,,,not_found
ostfriesen killer|klaus peter wolf,checked,Ostfriesen - Killer,"Wolf, Klaus-Peter",,,,,not_found
ostfriesen moor|klaus peter wolf,checked,Ostfriesen - Moor,"Wolf, Klaus-Peter",,,,,not_found
schattenkinder band 01|haddix margaret peterson,checked,Schattenkinder - Band 01,Haddix Margaret Peterson,,,,,not_found
schattenkinder band 003 die betrogenen|margaret peterson haddix,checked,Schattenkinder - Band 003 - Die Betrogenen,"Haddix, Margaret Peterson",,,,,not_found
schattenkinder band 002 unter verratern|margaret peterson haddix,checked,Schattenkinder - Band 002 - Unter Verrätern,"Haddix, Margaret Peterson",,,,,not_found
sommerhaus mit meerblick|karen swan,checked,Sommerhaus mit Meerblick,"Swan, Karen",,,,,not_found
orcasommer|sabine giebken,checked,Orcasommer,"Giebken, Sabine",,,,,not_found
trust in love|sarah alderson,checked,Trust in love,"Alderson, Sarah",,,,,not_found
prinzessin undercover geheimnisse|connie glynn,found,"Prinzessin undercover, Geheimnisse","Glynn, Connie",9783733650957,Prinzessin undercover – Geheimnisse (Band 1) Connie Glynn,"Glynn, Connie",0.8256,dnb
fire frost band 01 vom eis beruhrt|elly blake,checked,Fire & Frost - Band 01- Vom Eis berührt,"Blake, Elly",,,,,not_found
warrior cats 1 band 1 in die wildnis|erin hunter,checked,Warrior Cats - 1/Band 1 - In die Wildnis,"Hunter, Erin",,,,,not_found
warrior cats 1 band 6 stunde der finsternis|erin hunter,checked,Warrior Cats - 1/Band 6 - Stunde der Finsternis,"Hunter, Erin",,,,,not_found
ocean city band 001 jede sekunde zahlt|r t acron,checked,Ocean City - Band 001 - Jede Sekunde zählt,"Acron, R. T.",,,,,not_found
tom gates band 013 mega abenteuer oder so|liz pichon,checked,Tom Gates - Band 013 - Mega-Abenteuer (oder so),"Pichon, Liz",,,,,not_found
mein lotta leben band 14 da lachen ja die hunde|alice pantermuller,found,Mein Lotta-Leben - Band 14 - da lachen ja die Hunde,"Pantermüller, Alice",9787201164830,"Mein Lotta-Leben Da lachen ja die Hunde, chin.","Pantermüller, Alice",0.8929,dnb
mein lotta leben band 06 den letzten knutschen die|alice pantermuller,checked,Mein Lotta-Leben - Band 06 - den Letzten knutschen die,"Pantermüller, Alice",,,,,not_found
lilly mischt die schule auf|enid blyton,checked,Lilly mischt die Schule auf,"Blyton, Enid",,,,,not_found
pferdeflusterer academy band 01 reise nach|gina mayer,checked,Pferdeflüsterer Academy - Band 01 - Reise nach,"Mayer, Gina",,,,,not_found
der weltenexpress|sturm anca,checked,Der Weltenexpress,Sturm Anca,,,,,not_found
alea aquarius band 04 die macht der gezeiten|tanya stewner,found,Alea Aquarius - Band 04 - Die Macht der Gezeiten,"Stewner, Tanya",9783960520566,Alea Aquarius. Die Macht der Gezeiten Tanya Stewner,"Stewner, Tanya",0.8245,dnb
wild und wunderbar zwei freundinnen gegen den rest|ilona einwohlt,checked,"Wild und wunderbar, zwei Freundinnen gegen den Rest","Einwohlt, Ilona",,,,,not_found
die kaminski kids band 011 raub in der nacht|carlo meier,found,Die Kaminski-Kids - Band 011 - Raub in der Nacht,"Meier, Carlo",9783765541070,Die Kaminski-Kids [Bd. 11]. Raub in der Nacht Carlo Meier,"Meier, Carlo",0.8840,dnb
die kaminski kids band 003 hart auf hart|carlo meier,found,Die Kaminski-Kids - Band 003 - Hart auf hart,"Meier, Carlo",9783765538230,Die Kaminski-Kids Bd. 3. Hart auf hart Carlo Meier,"Meier, Carlo",0.8636,dnb
tkkg junior band 001 auf frischer tat ertappt|kirsten vogel,checked,TKKG Junior - Band 001 - Auf frischer Tat ertappt,"Vogel, Kirsten",,,,,not_found
tafiti der lowe mit dem wackelzahn|julia boehme,checked,Tafiti - Der Löwe mit dem Wackelzahn,"Boehme, Julia",,,,,not_found
das grosse leseraben buch tiergeschichten|silke voigt,checked,Das grosse Leseraben-Buch - Tiergeschichten,"Voigt, Silke",,,,,not_found
das grosse leseraben buch madchengeschichten|betina gotzen beek,checked,Das grosse Leseraben-Buch - Mädchengeschichten,"Gotzen-Beek, Betina",,,,,not_found
mein liebstes pony flocke ein pony in der schule|carola von kessel,found,Mein liebstes Pony Flocke - Ein Pony in der Schule,"Kessel, Carola von",9783440157022,Mein liebstes Pony Flocke - ein Pony in der Schule von Carola von Kessel,"Kessel, Carola von",0.8602,dnb
